unit_id,name,attack,defense,min_dmg,max_dmg,hp,speed,ai_value,is_flyer,is_shooter,no_retaliation,is_undead,is_spellcaster,breath_attack,double_attack,is_two_hex,spell_id,spell_resist
59,Walking Dead,5.0,5.0,2.0,3.0,15.0,3.0,98.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Zombie,5.0,5.0,2.0,3.0,20.0,4.0,128.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Wight,7.0,7.0,3.0,5.0,18.0,5.0,252.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Wraith,7.0,7.0,3.0,5.0,18.0,7.0,315.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Vampire,10.0,9.0,5.0,8.0,30.0,6.0,555.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Vampire Lord,10.0,10.0,5.0,8.0,40.0,9.0,783.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Lich,13.0,10.0,11.0,13.0,30.0,6.0,848.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Power Lich,13.0,10.0,11.0,15.0,40.0,7.0,1079.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Black Knight,16.0,16.0,15.0,30.0,120.0,7.0,2087.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
68,Dread Knight,18.0,18.0,15.0,30.0,120.0,9.0,2382.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Bone Dragon,17.0,15.0,25.0,50.0,150.0,9.0,3388.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70,Ghost Dragon,19.0,17.0,25.0,50.0,200.0,14.0,4696.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
71,Troglodyte,4.0,3.0,1.0,3.0,5.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Infernal Troglodyte,5.0,4.0,1.0,3.0,6.0,5.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Harpy,6.0,5.0,1.0,4.0,14.0,6.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Harpy Hag,6.0,6.0,1.0,4.0,14.0,9.0,238.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Beholder,9.0,7.0,3.0,5.0,22.0,5.0,336.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Evil Eye,10.0,8.0,3.0,5.0,22.0,7.0,367.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Medusa,9.0,9.0,6.0,8.0,25.0,5.0,517.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,Medusa Queen,10.0,10.0,6.0,8.0,30.0,6.0,577.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,Minotaur,14.0,12.0,12.0,20.0,50.0,6.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Minotaur King,15.0,15.0,12.0,20.0,50.0,8.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Manticore,15.0,13.0,14.0,20.0,80.0,7.0,1547.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,Scorpicore,16.0,14.0,14.0,20.0,80.0,11.0,1589.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,Red Dragon,19.0,19.0,40.0,50.0,180.0,11.0,4702.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
84,Black Dragon,25.0,25.0,40.0,50.0,300.0,15.0,8721.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
85,Goblin,4.0,2.0,1.0,2.0,5.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Hobgoblin,5.0,3.0,1.0,2.0,5.0,7.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Wolf Rider,7.0,5.0,2.0,4.0,10.0,6.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88,Wolf Raider,8.0,5.0,3.0,4.0,10.0,8.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
89,Orc,8.0,4.0,2.0,5.0,15.0,4.0,192.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Orc Chieftain,8.0,4.0,2.0,5.0,20.0,5.0,240.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Ogre,13.0,7.0,6.0,12.0,40.0,4.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Ogre Mage,13.0,7.0,6.0,12.0,60.0,5.0,672.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
93,Roc,13.0,11.0,11.0,15.0,60.0,7.0,1027.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,Thunderbird,13.0,11.0,11.0,15.0,60.0,11.0,1106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Cyclops,15.0,12.0,16.0,20.0,70.0,6.0,1266.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Cyclops King,17.0,13.0,16.0,20.0,70.0,8.0,1443.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Behemoth,17.0,17.0,30.0,50.0,160.0,6.0,3162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Ancient Behemoth,19.0,19.0,30.0,50.0,300.0,9.0,6168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,Gnoll,3.0,5.0,2.0,3.0,6.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Gnoll Marauder,4.0,6.0,2.0,3.0,6.0,5.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Lizardman,5.0,6.0,2.0,3.0,14.0,4.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Lizard Warrior,6.0,8.0,2.0,5.0,15.0,5.0,156.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Serpent Fly,7.0,9.0,2.0,5.0,20.0,9.0,268.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Dragon Fly,8.0,10.0,2.0,5.0,20.0,13.0,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Basilisk,11.0,11.0,6.0,10.0,35.0,5.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106,Greater Basilisk,12.0,12.0,6.0,10.0,40.0,7.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,Gorgon,10.0,14.0,12.0,16.0,70.0,5.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,Mighty Gorgon,11.0,16.0,12.0,16.0,70.0,6.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,Wyvern,14.0,14.0,14.0,18.0,70.0,7.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,Wyvern Monarch,14.0,14.0,18.0,22.0,70.0,11.0,1518.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,Hydra,16.0,18.0,25.0,45.0,175.0,5.0,4120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,Chaos Hydra,18.0,20.0,25.0,45.0,250.0,7.0,5931.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
113,Pixie,2.0,2.0,1.0,2.0,3.0,7.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Sprite,2.0,2.0,1.0,3.0,3.0,9.0,95.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Air Elemental,9.0,9.0,2.0,8.0,25.0,7.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Storm Elemental,9.0,9.0,2.0,8.0,25.0,8.0,486.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,Water Elemental,8.0,10.0,3.0,7.0,30.0,5.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Ice Elemental,8.0,10.0,3.0,7.0,30.0,6.0,380.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,Fire Elemental,10.0,8.0,4.0,6.0,35.0,6.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Energy Elemental,12.0,8.0,4.0,6.0,35.0,8.0,470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
121,Earth Elemental,10.0,10.0,4.0,8.0,40.0,4.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Magma Elemental,11.0,11.0,6.0,10.0,40.0,6.0,490.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
123,Psychic Elemental,15.0,13.0,10.0,20.0,75.0,7.0,1669.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Magic Elemental,15.0,13.0,15.0,25.0,80.0,9.0,2012.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Firebird,18.0,18.0,30.0,40.0,150.0,15.0,43364547.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
126,Phoenix,21.0,18.0,30.0,40.0,200.0,21.0,6721.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
127,Nymph,5.0,2.0,1.0,2.0,4.0,6.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Oceanid,6.0,2.0,1.0,3.0,4.0,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Crew Mate,7.0,4.0,2.0,4.0,15.0,5.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Seaman,8.0,6.0,3.0,4.0,15.0,6.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Pirate,8.0,6.0,3.0,7.0,15.0,6.0,312.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Corsair,10.0,8.0,3.0,7.0,15.0,7.0,407.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Sea Dog,12.0,11.0,3.0,7.0,15.0,8.0,602.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Stormbird,10.0,8.0,6.0,9.0,30.0,9.0,502.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135,Ayssid,11.0,8.0,6.0,10.0,30.0,11.0,645.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
136,Sea Witch,12.0,7.0,10.0,14.0,35.0,6.0,790.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,Sorceress,12.0,9.0,10.0,16.0,35.0,7.0,852.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,Nix,13.0,16.0,18.0,22.0,80.0,6.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Nix Warrior,14.0,17.0,18.0,22.0,90.0,7.0,2116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Sea Serpent,22.0,16.0,30.0,55.0,180.0,9.0,3953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
141,Haspid,29.0,20.0,30.0,55.0,300.0,12.0,7220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,Halfling,4.0,2.0,1.0,3.0,4.0,5.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Halfling Grenadier,5.0,2.0,2.0,3.0,4.0,6.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Mechanic,6.0,5.0,3.0,4.0,14.0,6.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
145,Engineer,7.0,5.0,3.0,5.0,16.0,7.0,278.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
146,Armadillo,5.0,10.0,3.0,5.0,25.0,4.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,Bellwether Armadillo,6.0,11.0,3.0,5.0,25.0,6.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Automaton,12.0,10.0,7.0,7.0,30.0,8.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,Sentinel Automaton,12.0,10.0,9.0,9.0,30.0,9.0,947.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,Sandworm,13.0,12.0,12.0,16.0,50.0,8.0,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,Olgoi-Khorkhoi,15.0,12.0,12.0,16.0,60.0,10.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Gunslinger,17.0,12.0,14.0,24.0,45.0,7.0,1351.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Bounty Hunter,18.0,14.0,14.0,24.0,45.0,8.0,1454.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Couatl,17.0,17.0,25.0,45.0,160.0,11.0,3574.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155,Crimson Couatl,21.0,21.0,25.0,45.0,200.0,15.0,5341.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,Dreadnought,18.0,20.0,40.0,50.0,200.0,6.0,3879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
157,Juggernaut,23.0,23.0,40.0,50.0,300.0,7.0,6433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158,Kobold,3.0,4.0,1.0,2.0,8.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Kobold Foreman,5.0,6.0,1.0,2.0,8.0,5.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Mountain Ram,7.0,6.0,3.0,4.0,18.0,7.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
161,Argali,8.0,6.0,3.0,4.0,18.0,8.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
162,Snow Elf ElfSnow,9.0,8.0,4.0,6.0,21.0,6.0,370.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Steel Elf,9.0,10.0,4.0,6.0,24.0,7.0,526.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Yeti,10.0,8.0,7.0,9.0,40.0,6.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,Yeti Runemaster,11.0,9.0,7.0,9.0,45.0,7.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
166,Shaman,11.0,8.0,11.0,13.0,35.0,5.0,685.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167,Great Shaman,12.0,11.0,11.0,13.0,35.0,6.0,818.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,Mammoth MammothMammoth,12.0,16.0,14.0,20.0,120.0,5.0,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,War Mammoth,14.0,18.0,14.0,20.0,135.0,6.0,1601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,Jotunn,18.0,18.0,40.0,50.0,165.0,8.0,4180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
171,Jotunn Warlord,20.0,20.0,40.0,50.0,300.0,10.0,6694.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
172,Peasant,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Halfling,4.0,2.0,1.0,3.0,4.0,5.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Boar,6.0,5.0,2.0,3.0,15.0,6.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,Rogue,8.0,3.0,2.0,4.0,10.0,6.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Leprechaun,8.0,5.0,3.0,5.0,15.0,5.0,208.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,Mummy,7.0,7.0,3.0,5.0,30.0,5.0,270.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Nomad,9.0,8.0,2.0,6.0,30.0,7.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,Sharpshooter,12.0,10.0,8.0,10.0,15.0,9.0,585.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
